Approved Symbol	UniProt ID(supplied by UniProt)
RN7SL654P	
RNU2-8P	
RN7SL718P	
RN7SL703P	
RN7SL690P	
RN7SL711P	
RNU6ATAC22P	
RN7SL708P	
RN7SL693P	
RN7SL716P	
RN7SL744P	
RN7SL751P	
RN7SL749P	
RN7SL761P	
RNU2-10P	
RN7SL754P	
TCRG~withdrawn	
RN7SL734P	
RN7SL753P	
RN7SL776P	
RN7SL795P	
RN7SL786P	
RN7SL789P	
RNU2-12P	
RN7SL778P	
RN7SL769P	
WBSCR15~withdrawn	
RN7SL812P	
RN7SL838P	
RN7SL822P	
RN7SL835P	
RN7SL803P	
RN7SL833P	
RN7SL809P	
RNU4ATAC4P	
RNU4ATAC9P	
RNU4ATAC10P	
RNU2-17P	
VTRNA2-2P	
RN7SL842P	
RNU4ATAC6P	
RN7SL846P	
RN7SL861P	
RN7SL864P	
RNU6ATAC28P	
RNU6ATAC9P	
RNU6ATAC16P	
RNU6ATAC13P	
BCMSUN~withdrawn	
RNU6ATAC6P	
RNU6ATAC21P	
RNU6ATAC12P	
RNU6ATAC7P	
RNU4-26P	
RNU4-40P	
RNU4-16P	
RNU4-23P	
RNU4-28P	
RNU11-2P	
RNU4-32P	
RNU11-5P	
RNU11-3P	
TCRGJP1~withdrawn	
RNU6ATAC40P	
RNU4-12P	
RNU4-42P	
RNU4-44P	
RNU4-66P	
RNU4-48P	
RNU4-62P	
RNU4-72P	
RNU4-69P	
RNU4-47P	
RNU4-81P	
RNU4-63P	
RNU4-60P	
RNU4-54P	
RNU4-68P	
RNU6-106P	
RNU6-84P	
RNU6-95P	
RNU6-99P	
RNU6-91P	
RNU4-85P	
RNU6-88P	
RNU4-92P	
RNU4-87P	
RNU4-90P	
RNU6-98P	
RNU4-88P	
RNU6-163P	
RNU6-191P	
RNU6-188P	
RNU6-168P	
RNU6-208P	
RNU6-214P	
RNU6-222P	
RNU6-235P	
RNU6-228P	
RNU6-237P	
RNU6-210P	
RNU6-218P	
RNU6-219P	
RNU6-225P	
TCRGJP2~withdrawn	
RNU6-211P	
RNU6-216P	
RNU6-234P	
RNU6-276P	
RNU6-241P	
RNU6-247P	
RNU6-274P	
RNU6-279P	
RNU6-266P	
RNU6-257P	
RNU6-256P	
RNU6-243P	
RNU6-260P	
RNU6-249P	
TCRGV10~withdrawn	
RNU6-250P	
RNU6-254P	
RNU6-289P	
RNU6-306P	
RNU6-309P	
RNU6-300P	
RNU6-288P	
RNU6-302P	
RNU6-297P	
RNU6-312P	
RNU6-296P	
RNU6-321P	
RNU6-311P	
RNU6-315P	
TCRGV3~withdrawn	
RNU6-285P	
RNU6-331P	
RNU6-329P	
RNU6-335P	
RNU6-340P	
RNU6-356P	
RNU6-363P	
RNU6-343P	
RNU6-360P	
RNU6-353P	
RNU6-347P	
RNU6-337P	
RNU6-324P	
RNU6-359P	
TCRGVB~withdrawn	
RNU6-368P	
RNU6-390P	
RNU6-383P	
RNU6-369P	
RNU6-379P	
RNU6-391P	
RNU6-388P	
RNU6-377P	
RNU6-397P	
RNU6-382P	
RNU6-395P	
RNU6-365P	
RNU6-371P	
RNU6-435P	
LCA4~withdrawn	
RNU6-448P	
RNU6-438P	
RNU6-444P	
RNU6-437P	
RNU6-445P	
RNU6-417P	
RNU6-413P	
RNU6-424P	
RNU6-442P	
RNU6-429P	
RNU6-414P	
RNU6-426P	
RNU6-467P	
RNU6-484P	
PCHC1~withdrawn	
RNU6-460P	
RNU6-455P	
RNU6-451P	
RNU6-481P	
RNU6-473P	
RNU6-453P	
RNU6-464P	
RNU6-475P	
RNU6-462P	
RNU6-470P	
RNU6-483P	
RNU6-497P	
RNU6-528P	
RNU6-491P	
CYLD1~withdrawn	
RNU6-503P	
RNU6-519P	
RNU6-494P	
RNU6-506P	
RNU6-499P	
RNU6-522P	
RNU6-523P	
RNU6-511P	
RNU6-516P	
RNU6-525P	
RNU6-500P	
RNU6-567P	
RNU6-555P	
RNU6-531P	
IGKV1~withdrawn	
RNU6-562P	
RNU6-540P	
RNU6-546P	
RNU6-543P	
RNU6-571P	
RNU6-554P	
RNU6-535P	
RNU6-564P	
RNU6-551P	
RNU6-557P	
RNU6-593P	
RNU6-601P	
RNU6-576P	
RNU6-600P	
IGKV2~withdrawn	
RNU6-581P	
RNU6-598P	
RNU6-591P	
RNU6-606P	
RNU6-577P	
RNU6-604P	
RNU6-583P	
RNU6-584P	
RNU6-616P	
RNU6-622P	
RNU6-617P	
RNU6-648P	
RNU6-631P	
RNU6-645P	
IGKV3~withdrawn	
RNU6-629P	
RNU6-655P	
RNU6-634P	
RNU6-643P	
RNU6-619P	
RNU6-625P	
RNU6-639P	
RNU6-689P	
RNU6-685P	
RNU6-664P	
RNU6-662P	
RNU6-679P	
RNU6-656P	
RNU6-670P	
IGKV~withdrawn	
RNU6-667P	
RNU6-692P	
RNU6-675P	
RNU6-687P	
RNU6-678P	
RNU6-697P	
RNU6-717P	
RNU6-699P	
RNU6-730P	
RNU6-728P	
RNU6-709P	
RNU6-706P	
RNU6-713P	
RNU6-738P	
MCDC1~withdrawn	
RNU6-720P	
RNU6-733P	
RNU6-703P	
RNU6-732P	
RNU6-704P	
RNU6-759P	
RNU6-751P	
RNU6-744P	
RNU6-757P	
RNU6-750P	
RNU6-740P	
RNU6-753P	
RNU6-762P	
RNU6-746P	
C21orf27~withdrawn	
RNU6-741P	
RNU6-765P	
RNU6-775P	
RNU6-769P	
RNU6-809P	
RNU6-811P	
RNU6-793P	
RNU6-798P	
RNU6-805P	
RNU6-797P	
RNU6-807P	
RNU6-789P	
RNU6-804P	
RNU6-783P	
C21orf10~withdrawn	
RNU6-787P	
RNU6-817P	
RNU6-819P	
RNU6-851P	
RNU6-860P	
RNU6-848P	
RNU6-855P	
RNU6-826P	
RNU6-834P	
RNU6-845P	
RNU6-838P	
RNU6-844P	
RNU6-822P	
RNU6-853P	
C21orf46~withdrawn	
RNU6-837P	
RNU6-865P	
RNU6-897P	
RNU6-880P	
RNU6-891P	
RNU6-895P	
RNU6-875P	
RNU6-888P	
RNU6-871P	
RNU6-874P	
RNU6-893P	
RNU6-861P	
RNU6-884P	
RNU6-873P	
CLIC1L~withdrawn	
RNU6-937P	
RNU6-911P	
RNU6-938P	
RNU6-927P	
RNU6-901P	
RNU6-922P	
RNU6-931P	
RNU6-904P	
RNU6-912P	
RNU6-940P	
RNU6-917P	
RNU6-905P	
RNU6-925P	
RNU6-978P	
MGF~withdrawn	
RNU6-957P	
RNU6-985P	
RNU6-964P	
RNU6-973P	
RNU6-975P	
RNU6-969P	
RNU6-952P	
RNU6-945P	
RNU6-959P	
RNU6-972P	
RNU6-944P	
RNU6-947P	
RNU6-1023P	
RNU6-997P	
NDNL1~withdrawn	
RNU6-1004P	
RNU6-1029P	
RNU6-987P	
RNU6-1017P	
RNU6-1014P	
RNU6-999P	
RNU6-994P	
RNU6-988P	
RNU6-1025P	
RNU6-1013P	
RNU6-1006P	
RNU6-1057P	
RNU6-1059P	
RNU6-1072P	
RNU6-1042P	
RNU6-1036P	
RNU6-1045P	
RNU6-1060P	
RNU6-1031P	
RNU6-1069P	
RNU6-1038P	
RNU6-1046P	
RNU6-1040P	
RNU6-1048P	
RNU6-1090P	
RNU6-1103P	
RNU6-1088P	
RNU6-1085P	
RNU6-1094P	
RNU6-1077P	
RNU6-1106P	
RNU6-1109P	
RNU6-1092P	
RNU6-1112P	
RNU6-1082P	
RNU6-1084P	
RNU6-1113P	
RNU6-1131P	
RNU6-1146P	
RNU6-1140P	
RNU6-1123P	
RNU6-1136P	
RNU6-1118P	
RNU6-1125P	
RNU6-1143P	
RNU6-1130P	
RNU6-1147P	
RNU6-1137P	
RNU6-1128P	
RNU6-1190P	
RNU6-1199P	
RNU6-1175P	
RNU6-1154P	
RNU6-1169P	
RNU6-1158P	
RNU6-1198P	
RNU6-1165P	
RNU6-1196P	
RNU6-1186P	
RNU6-1156P	
RNU6-1181P	
RNU6-1192P	
RNU6-1179P	
RNU6-1245P	
RNU6-1208P	
RNU6-1232P	
RNU6-1228P	
RNU6-1238P	
RNU6-1209P	
RNU6-1211P	
RNU6-1226P	
RNU6-1205P	
RNU6-1216P	
RNU6-1224P	
RNU6-1242P	
RNU6-1203P	
RNU6-1261P	
RNU6-1251P	
RNU6-1271P	
RNU6-1264P	
RNU6-1246P	
RNU6-1278P	
RNU6-1258P	
RNU6-1272P	
RNU6-1269P	
RNU6-1287P	
RNU6-1275P	
RNU6-1266P	
RNU6-1313P	
RNU6-1322P	
RNU6-1294P	
RNU6-1293P	
RNU6-1306P	
RNU6-1311P	
RNU6-1288P	
RNU6-1300P	
RNU6-1324P	
RNU6-1299P	
RNU6-1318P	
RNU6-1304P	
RNU6-1316P	
RNU6-1335P	
RNU1-35P	
RNU1-29P	
RNU1-6P	
RNU1-43P	
RNU1-47P	
RNU6-1334P	
RNU1-33P	
RNU6-1340P	
RNU1-49P	
RNU7-157P	
RNU6-1331P	
RNU1-40P	
RNU6-1338P	
RNU1-139P	
RNU1-112P	
RNU1-131P	
RNU1-128P	
RNU1-146P	
RNU1-104P	
RNU1-97P	
RNU1-142P	
RNU1-100P	
RNU1-134P	
UGT1~withdrawn	
RNU1-105P	
RNU1-117P	
RNU2-35P	
RNU2-43P	
RNU2-62P	
RNU2-71P	
RNU2-46P	
RNU2-63P	
RNU2-37P	
RNU2-56P	
RNU2-53P	
RNU2-70P	
RNU2-33P	
RNU2-45P	
MTHFD2P2	
CLPTM1LP1	
OSBPL9P5	
RNU6-441P	
RARRES2P5	
HNRNPH3P1	
SLC2A13P1	
OOSP1P1	
ADRA1C~withdrawn	
SRGNP1	
OOSP1P2	
PRELID3BP8	
NDE1P2	
ELOCP35	
PDCL2P2	
SUMO2P14	
SUMO2P13	
RNU6-325P	
HSPE1P9	
HSPE1P24	
HSPE1P25	
COX6CP11	
HSPE1P27	
COX6CP7	
TXNP7	
IMP3P2	
SNRPGP20	
COX6CP17	
MCRIP2P2	
SNRPGP16	
YWHAEP3	
BNIP3P9	
RNU6-161P	
SNRPCP5	
SNRPCP20	
C11orf98P1	
SNRPCP16	
LSM1P2	
NENFP1	
BNIP3P32	
BNIP3P31	
RNY1P10	
AP1S2P1	
RNY1P14	
RNY1P13	
TOMM20P3	
CCND3P2	
MREGP1	
RNY1P12	
PRR13P2	
BOLA3P4	
WBP1LP10	
NAMPTP3	
BOLA2P2	
WBP1LP8	
RNU6-232P	
BOLA2P3	
FRG2GP	
ZYXP1	
BUD31P2	
BTG4P1	
RPL23AP91	
RPL23AP95	
SEPT14P24	
SEPT14P17	
SEPT14P8	
SEPT14P12	
GTF2IP22	
PTGES3P5	
RNA5SP59	
FRG2LP	
DUX4L52	
DUX4L46	
RN7SL19P	
RNU6-487P	
RN7SL169P	
RN7SKP94	
RN7SKP25	
RN7SKP234	
RN7SKP140	
RNU7-186P	
RNU7-96P	
RNU7-127P	
RN7SL424P	
RASL7A~withdrawn	
RNU6ATAC25P	
RNU4-34P	
RNU6-299P	
RN7SL713P	
RNU6-373P	
RNU4-80P	
RN7SL680P	
RN7SL335P	
RNU6-1262P	
RNU6-580P	
RNU6-747P	
RNU6-794P	
OR2E1~withdrawn	
RNU6-935P	
RNU6-1028P	
RNU6-653P	
RNU6-816P	
RNU6-889P	
RNU6-1309P	
RNU6-1188P	
RNU6-700P	
RNU6-1167P	
RNU6-1075P	
RN7SKP97	
RNU1-150P	
RNU2-51P	
GPM6BP2	
RNU2-26P	
SUMO2P15	
USP9YP29	
RNU6-13P	
USP9YP18	
FCF1P9	
RNA5SP70	
RNA5SP149	
GCSHP1	
PKMP4	
MED28P2	
RNA5SP199	
RNU7-170P	
RNU7-197P	
RNU7-183P	
RN7SKP36	
RNU7-147P	
RN7SKP15	
RN7SKP29	
RNU7-121P	
RNU7-104P	
AOP1~withdrawn	
RN7SKP62	
RN7SKP82	
RNU4-56P	
RN7SKP248	
RN7SKP113	
RN7SKP261	
RN7SKP172	
RN7SKP221	
RN7SKP290	
RN7SKP191	
RN7SKP279	
RN7SKP202	
RN7SL105P	
RNU4-70P	
RN7SL57P	
RN7SL66P	
RN7SL138P	
RNU6-97P	
RN7SL40P	
RN7SL116P	
RNU6ATAC36P	
RN7SL96P	
RN7SL216P	
RN7SL301P	
RN7SL242P	
RN7SL209P	
RN7SL307P	
RN7SL344P	
RN7SL321P	
RN7SL379P	
RN7SL525P	
RN7SL401P	
RN7SL392P	
RN7SL456P	
RN7SL482P	
RN7SL538P	
RN7SL418P	
RN7SL491P	
RN7SL735P	
RN7SL697P	
RN7SL673P	
RN7SL584P	
RN7SL714P	
RN7SL658P	
RN7SL623P	
RN7SL764P	
RN7SL813P	
RNU6ATAC26P	
MGST1L1~withdrawn	
RNU11-6P	
RNU6ATAC20P	
RNU4-31P	
RNU4-18P	
RNU4ATAC7P	
RN7SL798P	
RNU6ATAC10P	
RN7SL820P	
RNU6-116P	
RNU6-181P	
RNU6-89P	
RNU6-273P	
RNU6-221P	
RNU6-193P	
RNU6-127P	
RNU6-267P	
RNU6-147P	
RNU6-286P	
RNU4-76P	
RNU6-233P	
RNU6-175P	
RNU6-308P	
RNU6-496P	
RNU6-344P	
RNU6-480P	
RNU6-508P	
RNU6-313P	
RNU6-434P	
RNU6-381P	
RNU6-416P	
RNU6-422P	
RNU6-403P	
RNU6-392P	
RNU6-454P	
RNU6-527P	
RNU6-714P	
RNU6-542P	
RNU6-627P	
RNU6-660P	
RNU6-636P	
PAGA~withdrawn	
RNU6-573P	
RNU6-553P	
RNU6-615P	
RNU6-680P	
RNU6-647P	
RNU6-708P	
RNU6-586P	
RNU6-902P	
RNU6-830P	
RNU6-843P	
RNU6-890P	
RNU6-824P	
RNU6-795P	
RNU6-788P	
TDPX1~withdrawn	
RNU6-776P	
RNU6-869P	
RNU6-743P	
RNU6-726P	
RNU6-815P	
RNU6-761P	
RNU6-1127P	
RNU6-1001P	
RNU6-966P	
RNU6-1081P	
RNU6-1016P	
RNU6-1007P	
RNU6-1034P	
RNU6-1091P	
KCNK14~withdrawn	
RNU6-990P	
RNU6-1074P	
RNU6-943P	
RNU6-924P	
RNU6-1044P	
RNU6-1237P	
RNU6-1164P	
RNU6-1115P	
RNU6-1110P	
RNU6-1153P	
RNU6-1279P	
RNU6-1268P	
RNU6-1177P	
RNU6-1249P	
EVI9~withdrawn	
RNU6-1138P	
RNU6-1195P	
RNU6-1219P	
RNU6-1292P	
RNU2-40P	
RNU6-1320P	
RNU1-46P	
RNU6-1310P	
RNU1-119P	
RNU1-101P	
RNU2-47P	
RNU1-78P	
RNU1-140P	
RNU2-61P	
RNU1-30P	
RNU6-1297P	
RNU2-28P	
RNY3P16	
DYNLL1P5	
LLPHP1	
SQSTM1P1	
HNRNPA1P76	
SUMO2P16	
GPR72~withdrawn	
GTF3AP2	
BRWD1P3	
RN7SL199P	
SAP18P1	
RN7SKP186	
RNU6-394P	
RNU4ATAC17P	
RNU6-25P	
RNU6-1096P	
DNAJC19P4	
BBS6~withdrawn	
RNU6-841P	
RNU6-253P	
RNU6-132P	
RNU6-32P	
USP9YP27	
RNU6-47P	
USP9YP25	
USP9YP17	
USP9YP20	
RNU6-24P	
RNU6-20P	
GPM6BP1	
HSFY6P	
PSMC1P5	
TUBB4BP5	
TUBB4BP3	
RNA5SP100	
CYP3A54P	
CYP2C60P	
TUBBP11	
RNA5SP351	
RNA5SP57	
PRCA1~withdrawn	
RNA5SP333	
RNA5SP429	
RNA5SP389	
RNA5SP175	
RNU6-65P	
RNA5SP370	
RNA5SP221	
RNA5SP442	
RNA5SP253	
RNA5SP310	
WBP1LP4	
RNA5SP498	
CD39L4~withdrawn	
RNA5SP468	
RNA5SP520	
POLHP1	
TSEN15P2	
PTGES3P4	
FAM96AP1	
RNA5SP523	
CIR1P3	
NDUFS5P6	
CST9LP2	
VWA8P1	
ATG4AP1	
MRPL42P6	
HMGN2P47	
NIFKP9	
UBE2V2P4	
MTATP6P4	
CD39~withdrawn	
UBL5P4	
TPRKBP2	
NDUFA3P4	
HSPA8P13	
RNU7-141P	
RNU7-148P	
RNU7-93P	
RNU7-110P	
RNU7-125P	
RNU7-137P	
RNU7-134P	
RNU7-120P	
PIGPP4	
RNU7-116P	
CACYBPP3	
RNU7-180P	
RN7SKP24	
RNU7-192P	
RN7SKP21	
RNU7-172P	
RN7SKP33	
RN7SKP16	
RNU7-155P	
GPR69A~withdrawn	
RN7SKP18	
RN7SKP12	
RN7SKP31	
RN7SKP81	
RN7SKP64	
RN7SKP58	
RN7SKP39	
RN7SKP66	
RN7SKP60	
RN7SKP75	
RNU1-62P	
RN7SKP53	
RN7SKP73	
RN7SKP88	
RN7SKP116	
RN7SKP150	
RN7SKP101	
RN7SKP126	
RN7SKP135	
RN7SKP130	
RN7SKP110	
RN7SKP108	
RN7SKP98	
RN7SKP145	
RN7SKP187	
RN7SKP164	
RN7SKP183	
RN7SKP210	
RN7SKP192	
RN7SKP200	
RN7SKP180	
RN7SKP171	
RN7SKP194	
RN7SKP229	
RN7SKP258	
RN7SKP263	
RN7SKP265	
RN7SKP226	
RN7SKP232	
RN7SKP271	
RN7SKP239	
RN7SKP220	
RN7SKP213	
RN7SKP282	
RN7SL35P	
RN7SKP278	
RN7SKP285	
RN7SKP293	
RN7SKP275	
RN7SL12P	
RN7SKP291	
RN7SL28P	
RN7SL38P	
RN7SL79P	
RN7SL74P	
RNU1-58P	
RN7SL51P	
RN7SL63P	
RN7SL60P	
RN7SL69P	
GPR69B~withdrawn	
RN7SL124P	
RN7SL100P	
RN7SL127P	
RN7SL131P	
RN7SL91P	
RN7SL122P	
RN7SL118P	
RN7SL135P	
RN7SL141P	
RN7SL152P	
RNU1-65P	
RN7SL177P	
RN7SL160P	
RN7SL164P	
RN7SL180P	
RN7SL183P	
RN7SL189P	
RN7SL218P	
SERF1~withdrawn	
RNU1-68P	
RN7SL204P	
RN7SL215P	
RN7SL200P	
RN7SL213P	
RNU1-73P	
RN7SL272P	
RN7SL231P	
RN7SL236P	
RNU4ATAC8P	
RN7SL251P	
RN7SL254P	
RN7SL246P	
RN7SL266P	
RN7SL303P	
RN7SL309P	
RN7SL288P	
RN7SL306P	
RNU2-9P	
CTAG~withdrawn	
RN7SL292P	
RN7SL318P	
RN7SL279P	
RN7SL337P	
RN7SL357P	
RN7SL325P	
RN7SL350P	
RN7SL343P	
RN7SL353P	
RN7SL327P	
RN7SL341P	
RN7SL370P	
RN7SL376P	
RN7SL387P	
RN7SL403P	
RN7SL395P	
RNU2-11P	
RN7SL411P	
ATP10C~withdrawn	
RN7SL398P	
RN7SL430P	
RN7SL457P	
RN7SL449P	
RN7SL460P	
RN7SL464P	
RN7SL442P	
RNU2-14P	
RN7SL468P	
DFNA38~withdrawn	
RN7SL499P	
RN7SL496P	
RN7SL471P	
RN7SL481P	
RN7SL487P	
RN7SL494P	
RN7SL515P	
RN7SL513P	
RNU4ATAC16P	
DFNA39~withdrawn	
RN7SL561P	
RN7SL520P	
RNU2-16P	
RN7SL544P	
RN7SL549P	
RN7SL530P	
RN7SL556P	
RN7SL565P	
RN7SL586P	
MHP2~withdrawn	
RN7SL573P	
RN7SL580P	
RN7SL607P	
RN7SL574P	
RN7SL600P	
RNU2-20P	
RN7SL577P	
RN7SL655P	
RN7SL616P	
PARK5~withdrawn	
RN7SL646P	
RN7SL630P	
RN7SL653P	
RN7SL643P	
RN7SL627P	
RN7SL619P	
RN7SL704P	
RN7SL689P	
RNY3P13	
RN7SL691P	
RN7SL702P	
RN7SL678P	
RN7SL675P	
RN7SL687P	
RN7SL725P	
RN7SL727P	
RN7SL748P	
RN7SL763P	
RN7SL732P	
RN7SL737P	
RN7SL752P	
RN7SL750P	
RN7SL717P	
RN7SL782P	
RN7SL767P	
RN7SL760P	
RN7SL790P	
RN7SL797P	
RN7SL807P	
RN7SL804P	
RN7SL817P	
RN7SL824P	
RN7SL853P	
RN7SL828P	
RN7SL819P	
RN7SL847P	
RN7SL841P	
RN7SL843P	
RNU4ATAC11P	
RNU6ATAC19P	
RNU6ATAC17P	
RNU6ATAC8P	
RNU6ATAC35P	
RNU6ATAC14P	
RNU6ATAC11P	
RNU4ATAC5P	
RNU6ATAC33P	
RNU4ATAC14P	
RNU6ATAC27P	
RNU4-24P	
RNU4-43P	
RNU4-58P	
RNU4-55P	
RNU4-17P	
RNU4-37P	
RNU4-52P	
RNU6ATAC42P	
RNU4-11P	
RNU4-14P	
RNU4-41P	
RNU4-35P	
ELANH2~withdrawn	
RNU4-21P	
RNU4-67P	
RNU6-100P	
RNU6-87P	
RPPH1-2P	
RNU6-94P	
RNU4-79P	
RNU4-71P	
RNU4-65P	
RNU6-102P	
RNU6-90P	
RNU6-85P	
RNU4-61P	
RNU4-73P	
RNU6-109P	
RNU6-121P	
RNU6-155P	
RNU6-144P	
RNU6-167P	
RNU6-158P	
RNU6-165P	
RNU6-105P	
RNU6-137P	
RNU6-117P	
RNU6-119P	
RNU6-162P	
RNU6-111P	
CFAG~withdrawn	
RNU6-204P	
RNU6-220P	
RNU6-174P	
RNU6-185P	
RNU6-215P	
RNU6-183P	
RNU6-213P	
RNU6-217P	
RNU6-192P	
RNU6-171P	
RNU6-198P	
RNU6-177P	
RNU6-258P	
RNU6-275P	
PAI2~withdrawn	
RNU6-248P	
RNU6-269P	
RNU6-226P	
RNU6-271P	
RNU6-245P	
RNU6-264P	
RNU6-229P	
RNU6-251P	
RNU6-259P	
RNU6-255P	
RNU6-262P	
RNU6-301P	
RNU6-298P	
RNU6-293P	
SCCA1~withdrawn	
RNU6-314P	
RNU6-310P	
RNU6-326P	
RNU6-323P	
RNU6-307P	
RNU6-319P	
RNU6-284P	
RNU6-290P	
RNU6-281P	
RNU6-287P	
RNU6-384P	
RNU6-380P	
RNU6-354P	
RNU6-336P	
SCCA2~withdrawn	
RNU6-374P	
RNU6-338P	
RNU6-348P	
RNU6-370P	
RNU6-386P	
RNU6-364P	
RNU6-332P	
RNU6-362P	
RNU6-433P	
RNU6-447P	
RNU6-421P	
RNU6-400P	
RNU6-409P	
RNU6-436P	
DLB1~withdrawn	
RNU6-412P	
RNU6-443P	
RNU6-439P	
RNU6-402P	
RNU6-415P	
RNU6-425P	
RNU6-446P	
RNU6-489P	
RNU6-482P	
RNU6-474P	
RNU6-465P	
RNU6-493P	
RNU6-477P	
RNU6-472P	
NEUROD3~withdrawn	
RNU6-492P	
RNU6-456P	
RNU6-463P	
RNU6-498P	
RNU6-469P	
RNU6-495P	
RNU6-510P	
RNU6-552P	
RNU6-548P	
RNU6-526P	
RNU6-507P	
RNU6-524P	
RNU6-536P	
RNU6-550P	
ST15~withdrawn	
RNU6-544P	
RNU6-504P	
RNU6-532P	
RNU6-518P	
RNU6-501P	
RNU6-556P	
RNU6-605P	
RNU6-612P	
RNU6-587P	
RNU6-579P	
RNU6-589P	
RNU6-570P	
RNU6-582P	
RNU6-572P	
AT3~withdrawn	
RNU6-563P	
RNU6-596P	
RNU6-608P	
RNU6-592P	
RNU6-635P	
RNU6-642P	
RNU6-626P	
RNU6-652P	
RNU6-657P	
RNU6-630P	
RNU6-618P	
RNU6-644P	
RNU6-646P	
RNU6-620P	
C18orf3~withdrawn	
RNU6-623P	
RNU6-638P	
RNU6-663P	
RNU6-690P	
RNU6-727P	
RNU6-668P	
RNU6-729P	
RNU6-695P	
RNU6-698P	
RNU6-701P	
RNU6-715P	
RNU6-722P	
RNU6-686P	
RNU6-725P	
TPS2~withdrawn	
RNU6-705P	
RNU6-693P	
RNU6-780P	
RNU6-735P	
RNU6-731P	
RNU6-777P	
RNU6-766P	
RNU6-742P	
RNU6-752P	
RNU6-770P	
RNU6-758P	
RNU6-763P	
RNU6-754P	
RNU6-774P	
C16orf8~withdrawn	
RNU6-748P	
RNU6-806P	
RNU6-823P	
RNU6-831P	
RNU6-842P	
RNU6-790P	
RNU6-810P	
RNU6-800P	
RNU6-818P	
RNU6-796P	
RNU6-833P	
RNU6-813P	
RNU6-808P	
RNU6-803P	
RASL8C~withdrawn	
RNU6-866P	
RNU6-859P	
RNU6-876P	
RNU6-885P	
RNU6-894P	
RNU6-900P	
RNU6-887P	
RNU6-856P	
RNU6-903P	
RNU6-849P	
RNU6-906P	
RNU6-854P	
RNU6-898P	
RNU6-920P	
EGFL1~withdrawn	
RNU6-916P	
RNU6-939P	
RNU6-926P	
RNU6-918P	
RNU6-923P	
RNU6-932P	
RNU6-942P	
RNU6-934P	
RNU6-951P	
RNU6-948P	
RNU6-929P	
RNU6-909P	
RNU6-1000P	
RNU6-1005P	
EGFL2~withdrawn	
RNU6-983P	
RNU6-965P	
RNU6-992P	
RNU6-995P	
RNU6-998P	
RNU6-1009P	
RNU6-968P	
RNU6-986P	
RNU6-980P	
RNU6-1015P	
RNU6-974P	
RNU6-1067P	
RNU6-1078P	
RNU6-1053P	
OR2I2~withdrawn	
RNU6-1064P	
RNU6-1073P	
RNU6-1071P	
RNU6-1032P	
RNU6-1027P	
RNU6-1037P	
RNU6-1041P	
RNU6-1018P	
RNU6-1047P	
RNU6-1024P	
RNU6-1083P	
RNU6-1104P	
RNU6-1080P	
RNU6-1093P	
OR6J2~withdrawn	
RNU6-1124P	
RNU6-1119P	
RNU6-1089P	
RNU6-1129P	
RNU6-1117P	
RNU6-1114P	
RNU6-1099P	
RNU6-1087P	
RNU6-1107P	
RNU6-1139P	
RNU6-1149P	
RNU6-1174P	
RNU6-1135P	
RNU6-1145P	
OR2A10~withdrawn	
RNU6-1180P	
RNU6-1187P	
RNU6-1184P	
RNU6-1141P	
RNU6-1191P	
RNU6-1176P	
RNU6-1163P	
RNU6-1151P	
RNU6-1243P	
RNU6-1213P	
RNU6-1193P	
RNU6-1217P	
RNU6-1223P	
RNU6-1239P	
MMEL2~withdrawn	
RNU6-1229P	
RNU6-1227P	
RNU6-1241P	
RNU6-1200P	
RNU6-1220P	
RNU6-1233P	
RNU6-1210P	
RNU6-1280P	
RNU6-1289P	
RNU6-1267P	
RNU6-1301P	
RNU6-1270P	
RNU6-1282P	
RNU6-1291P	
OR1F10~withdrawn	
RNU6-1260P	
RNU6-1298P	
RNU6-1307P	
RNU6-1276P	
RNU6-1305P	
RNU6-1257P	
RNU6-1339P	
RNU1-31P	
RNU6-1327P	
RNU6-1321P	
RNU6-1337P	
RNU1-42P	
RNU1-34P	
RNU6-1312P	
RNU6-1323P	
TCP11X3P	
RNU1-54P	
RNU1-38P	
RNU6-1314P	
RNU1-114P	
RNU1-120P	
RNU1-148P	
RNU1-136P	
RNU1-103P	
RNU1-95P	
RNU1-124P	
RNU1-76P	
RNU1-92P	
RNU1-133P	
RNU1-98P	
RNU1-141P	
RNU2-32P	
RNU2-42P	
RNU2-58P	
ENPP7P3	
RNU2-66P	
RNU2-48P	
RNU2-64P	
RNU2-50P	
RNU2-27P	
RNU2-44P	
RNU2-30P	
RNU2-54P	
RPL37P25	
MEMO1P5	
HNRNPA1P65	
RARRES2P7	
ELOCP34	
HNRNPDLP3	
KLF17P2	
COX6CP12	
COX6CP14	
COX6CP10	
HSPE1P26	
HSPE1P11	
COX6CP18	
SUMO2P18	
BNIP3P42	
EIF1P5	
RN7SKP119	
YWHAEP2	
EIF1P7	
BNIP3P15	
SNRPGP19	
BNIP3P36	
RNY1P11	
RNY1P15	
SNRPCP10	
OR1E6~withdrawn	
LARP7P2	
NUTF2P5	
PAXBP1P1	
NENFP3	
SMARCE1P7	
BSNDP3	
ENPP7P14	
DUX4L28	
OR1J5~withdrawn	
C8orf59P1	
IMMP1LP3	
CFTRP3	
C1DP5	
DUX4L47	
GTF2IP9	
RN7SKP212	
FRG2MP	
NF1P11	
DUX4L51	
RN7SL311P	
RN7SL598P	
RNU7-159P	
RN7SL480P	
RN7SL505P	
